CustomerID,Recency,Frequency,Monetary,Cluster
12346.0,2.3345741373435525,-0.4250965025587132,8.358668183148236,3
12347.0,-0.9053403195403356,0.3544167966239123,0.2509662641882456,0
12348.0,-0.1753595931436572,-0.0353398529674004,-0.0285960062894843,0
12349.0,-0.7353448079137119,-0.4250965025587132,-0.0330117986911706,0
12350.0,2.174578361694965,-0.4250965025587132,-0.191347272524876,1
12352.0,-0.5653492962870882,0.4843356798210166,0.0502629923075224,0
12353.0,1.114606348023076,-0.4250965025587132,-0.2186497531339413,1
12354.0,1.3945989554081033,-0.4250965025587132,-0.1084607686383492,1
12355.0,1.2146037078034428,-0.4250965025587132,-0.1774401410002909,1
12356.0,-0.6953458640015652,-0.1652587361645046,0.0842397834778666,0
12357.0,-0.5953485042211982,-0.4250965025587132,0.4620954344303197,0
12358.0,-0.9053403195403356,-0.2951776193616089,-0.0985967183905916,0
12359.0,-0.345355104770281,-0.0353398529674004,0.4804428349080742,0
12360.0,-0.4053535206385011,-0.1652587361645046,0.0676213175912485,0
12361.0,1.9445844342001213,-0.4250965025587132,-0.2074239165672962,1
12362.0,-0.8953405835622991,0.7441734462152251,0.3529033131224098,0
12363.0,0.1746311660876269,-0.2951776193616089,-0.1671377379668784,0
12364.0,-0.8453419036721156,-0.0353398529674004,-0.0824599955399851,0
12365.0,1.984583378112268,-0.2951776193616089,-0.1571935826415391,1
12367.0,-0.8853408475842623,-0.4250965025587132,-0.2097603146634265,0
12370.0,-0.4153532566165378,-0.0353398529674004,0.165931386623801,0
12371.0,-0.4753516724847579,-0.2951776193616089,-0.0185027665142015,0
12372.0,-0.2053588010777673,-0.1652587361645046,-0.0841355267460671,0
12373.0,2.184578097673002,-0.4250965025587132,-0.1879873095485362,1
12374.0,-0.6753463920454919,-0.4250965025587132,-0.1458954289909662,0
12375.0,-0.8153426957380054,-0.2951776193616089,-0.1776515293994646,0
12377.0,2.2245770415851487,-0.2951776193616089,-0.0474117989569869,1
12378.0,0.3746258856483608,-0.4250965025587132,0.2174356137972101,0
12379.0,-0.1053614412974004,-0.2951776193616089,-0.1337339206153471,0
12380.0,-0.7053455999796019,-0.0353398529674004,0.0746026976165902,0
12381.0,-0.8753411116062256,0.0945790302297038,-0.0232478797903899,0
12383.0,0.9246113644403788,0.0945790302297038,-0.0226637802663574,1
12384.0,-0.6353474481333451,-0.2951776193616089,-0.1634362158402948,0
12386.0,2.4545709690799926,-0.2951776193616089,-0.1838374215016,1
12388.0,-0.7653440158478221,0.2244979134268081,0.0808164039817747,0
12390.0,-0.1253609132534738,-0.4250965025587132,-0.1673780531996232,0
12391.0,-0.7053455999796019,-0.4250965025587132,-0.1772743679925179,0
12393.0,-0.2053588010777673,-0.0353398529674004,-0.0524762199729798,0
12394.0,-0.2853566889020608,-0.2951776193616089,-0.0869792570002142,0
12395.0,-0.7353448079137119,1.0040112126094336,0.1072922446930187,0
12397.0,-0.5653492962870882,-0.2951776193616089,0.0395667393093336,0
12398.0,-0.4653519365067213,-0.4250965025587132,-0.0465729207834239,0
12399.0,0.2646287898899572,-0.0353398529674004,-0.1052064998615963,0
12401.0,2.1045802098487085,-0.4250965025587132,-0.2191726612792656,1
12402.0,2.3045749294094424,-0.4250965025587132,-0.2034520398038748,1
12403.0,-0.4253529925945745,-0.4250965025587132,-0.1809669895549257,0
12405.0,0.5646208692310579,-0.4250965025587132,-0.038258681272766,1
12406.0,-0.7053455999796019,-0.2951776193616089,0.1514245795878759,0
12407.0,-0.4253529925945745,0.0945790302297038,-0.0385112347812525,0
12408.0,-0.5953485042211982,0.0945790302297038,0.0928199273432746,0
12409.0,-0.1353606492315104,-0.1652587361645046,1.0033609933671686,0
12410.0,2.1645786257169286,-0.2951776193616089,-0.1514137787799216,1
12412.0,-0.1753595931436572,-0.1652587361645046,-0.0920525785803828,0
12413.0,-0.2553574809679507,-0.1652587361645046,-0.1442076595091426,0
12414.0,1.2446029157375529,-0.1652587361645046,-0.1659795520535109,1
12415.0,-0.6853461280235285,2.173281161383372,13.669070753554324,2
12417.0,-0.8953405835622991,0.6142545630181209,0.1774364783914597,0
12418.0,0.204630374021737,-0.4250965025587132,-0.1541673908217894,0
12420.0,-0.2853566889020608,-0.4250965025587132,-0.161754009211081,0
12421.0,-0.7653440158478221,-0.0353398529674004,-0.1387627393746371,0
12422.0,0.0346348623951132,-0.1652587361645046,-0.1391499139162815,0
12423.0,-0.9153400555183724,0.4843356798210166,-0.0216902810596364,0
12424.0,0.7046171729235716,-0.2951776193616089,-0.0326324121431799,1
12425.0,-0.1453603852095471,-0.4250965025587132,-0.142082649812186,0
12426.0,1.0246087242207458,-0.4250965025587132,-0.1637188087528744,1
12427.0,-0.7053455999796019,-0.1652587361645046,-0.1366755570754273,0
12428.0,-0.6653466560674551,0.6142545630181209,0.6566606547413519,0
12429.0,-0.8353421676940789,-0.0353398529674004,0.1887068177789834,0
12430.0,-0.4953511444408313,-0.4250965025587132,-0.200025322596217,0
12431.0,-0.5653492962870882,1.3937678622007466,0.4932229324939067,3
12432.0,-0.4953511444408313,0.0945790302297038,0.3343333985402619,0
12433.0,-0.9153400555183724,0.3544167966239123,1.2596082359865624,0
12434.0,-0.0753622333632903,-0.2951776193616089,-0.1388628707216141,0
12435.0,-0.1253609132534738,-0.2951776193616089,0.6425788496448182,0
12436.0,0.07463380630726,-0.4250965025587132,-0.1719206786408136,0
