CustomerID,Recency,Frequency,Monetary
12346.0,2.3345741373435525,-0.4250965025587132,8.358668183148236
12347.0,-0.9053403195403357,0.35441679662391234,0.25096626418824564
12348.0,-0.17535959314365723,-0.03533985296740041,-0.02859600628948439
12349.0,-0.7353448079137119,-0.4250965025587132,-0.03301179869117063
12350.0,2.1745783616949654,-0.4250965025587132,-0.191347272524876
12352.0,-0.5653492962870882,0.4843356798210166,0.05026299230752249
12353.0,1.114606348023076,-0.4250965025587132,-0.2186497531339413
12354.0,1.3945989554081033,-0.4250965025587132,-0.10846076863834926
12355.0,1.2146037078034428,-0.4250965025587132,-0.17744014100029096
12356.0,-0.6953458640015652,-0.16525873616450468,0.08423978347786663
12357.0,-0.5953485042211982,-0.4250965025587132,0.4620954344303197
12358.0,-0.9053403195403357,-0.2951776193616089,-0.09859671839059161
12359.0,-0.345355104770281,-0.03533985296740041,0.4804428349080742
12360.0,-0.4053535206385011,-0.16525873616450468,0.06762131759124854
12361.0,1.9445844342001213,-0.4250965025587132,-0.20742391656729625
12362.0,-0.8953405835622991,0.7441734462152251,0.35290331312240986
12363.0,0.17463116608762697,-0.2951776193616089,-0.1671377379668784
12364.0,-0.8453419036721156,-0.03533985296740041,-0.08245999553998513
12365.0,1.9845833781122681,-0.2951776193616089,-0.1571935826415391
12367.0,-0.8853408475842623,-0.4250965025587132,-0.20976031466342654
12370.0,-0.4153532566165378,-0.03533985296740041,0.16593138662380102
12371.0,-0.47535167248475796,-0.2951776193616089,-0.018502766514201564
12372.0,-0.2053588010777673,-0.16525873616450468,-0.08413552674606713
12373.0,2.184578097673002,-0.4250965025587132,-0.18798730954853626
12374.0,-0.6753463920454919,-0.4250965025587132,-0.14589542899096625
12375.0,-0.8153426957380054,-0.2951776193616089,-0.17765152939946466
12377.0,2.2245770415851487,-0.2951776193616089,-0.04741179895698695
12378.0,0.3746258856483608,-0.4250965025587132,0.21743561379721016
12379.0,-0.1053614412974004,-0.2951776193616089,-0.13373392061534714
12380.0,-0.7053455999796019,-0.03533985296740041,0.0746026976165902
12381.0,-0.8753411116062256,0.09457903022970385,-0.02324787979038998
12383.0,0.9246113644403788,0.09457903022970385,-0.022663780266357413
12384.0,-0.6353474481333451,-0.2951776193616089,-0.16343621584029483
12386.0,2.4545709690799926,-0.2951776193616089,-0.18383742150160007
12388.0,-0.7653440158478221,0.2244979134268081,0.08081640398177478
12390.0,-0.1253609132534738,-0.4250965025587132,-0.1673780531996232
12391.0,-0.7053455999796019,-0.4250965025587132,-0.17727436799251792
12393.0,-0.2053588010777673,-0.03533985296740041,-0.052476219972979805
12394.0,-0.28535668890206084,-0.2951776193616089,-0.08697925700021426
12395.0,-0.7353448079137119,1.0040112126094336,0.10729224469301879
12397.0,-0.5653492962870882,-0.2951776193616089,0.03956673930933368
12398.0,-0.4653519365067213,-0.4250965025587132,-0.04657292078342399
12399.0,0.2646287898899572,-0.03533985296740041,-0.10520649986159637
12401.0,2.1045802098487085,-0.4250965025587132,-0.21917266127926568
12402.0,2.3045749294094424,-0.4250965025587132,-0.2034520398038748
12403.0,-0.42535299259457454,-0.4250965025587132,-0.1809669895549257
12405.0,0.5646208692310579,-0.4250965025587132,-0.03825868127276605
12406.0,-0.7053455999796019,-0.2951776193616089,0.15142457958787592
12407.0,-0.42535299259457454,0.09457903022970385,-0.03851123478125251
12408.0,-0.5953485042211982,0.09457903022970385,0.09281992734327464
12409.0,-0.13536064923151048,-0.16525873616450468,1.0033609933671686
12410.0,2.1645786257169286,-0.2951776193616089,-0.1514137787799216
12412.0,-0.17535959314365723,-0.16525873616450468,-0.09205257858038288
12413.0,-0.25535748096795075,-0.16525873616450468,-0.1442076595091426
12414.0,1.2446029157375529,-0.16525873616450468,-0.16597955205351095
12415.0,-0.6853461280235285,2.1732811613833722,13.669070753554323
12417.0,-0.8953405835622991,0.6142545630181209,0.1774364783914597
12418.0,0.20463037402173703,-0.4250965025587132,-0.15416739082178943
12420.0,-0.28535668890206084,-0.4250965025587132,-0.16175400921108105
12421.0,-0.7653440158478221,-0.03533985296740041,-0.1387627393746371
12422.0,0.03463486239511329,-0.16525873616450468,-0.13914991391628154
12423.0,-0.9153400555183724,0.4843356798210166,-0.02169028105963646
12424.0,0.7046171729235716,-0.2951776193616089,-0.03263241214317995
12425.0,-0.14536038520954717,-0.4250965025587132,-0.14208264981218602
12426.0,1.0246087242207458,-0.4250965025587132,-0.1637188087528744
12427.0,-0.7053455999796019,-0.16525873616450468,-0.13667555707542736
12428.0,-0.6653466560674551,0.6142545630181209,0.6566606547413519
12429.0,-0.8353421676940789,-0.03533985296740041,0.18870681777898343
12430.0,-0.49535114444083134,-0.4250965025587132,-0.20002532259621703
12431.0,-0.5653492962870882,1.3937678622007466,0.49322293249390675
12432.0,-0.49535114444083134,0.09457903022970385,0.33433339854026195
12433.0,-0.9153400555183724,0.35441679662391234,1.2596082359865624
12434.0,-0.07536223336329032,-0.2951776193616089,-0.1388628707216141
12435.0,-0.1253609132534738,-0.2951776193616089,0.6425788496448182
12436.0,0.07463380630726006,-0.4250965025587132,-0.17192067864081367
12437.0,-0.9053403195403357,1.7835245117920593,0.32232765003771824
12438.0,-0.7853434878038954,-0.2951776193616089,0.09485593139847386
12441.0,2.744563312443056,-0.4250965025587132,-0.209242969370712
12442.0,-0.8953405835622991,-0.4250965025587132,-0.20940874237848506
12444.0,-0.7153453359576386,0.09457903022970385,0.3283410937089488
12445.0,-0.7053455999796019,-0.4250965025587132,-0.2137099400164087
12446.0,-0.345355104770281,-0.4250965025587132,-0.11703757479219135
12447.0,1.5045960511665069,-0.4250965025587132,-0.1755387579782497
12448.0,-0.4853514084627947,-0.4250965025587132,-0.17854714866964794
12449.0,-0.7053455999796019,-0.03533985296740041,0.22396306504958938
12450.0,0.6346190210773148,-0.2951776193616089,-0.20653608529076675
12451.0,-0.8153426957380054,0.09457903022970385,0.7767136894847018
